COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Cabo Verde,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,10 Oct 2011
Cambodia,Convention on the Rights of Persons with Disabilities,CRPD,01 Oct 2007,20 Dec 2012
Cameroon,Convention on the Rights of Persons with Disabilities,CRPD,01 Oct 2008,28 Sep 2023
Canada,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,11 Mar 2010
Central African Republic,Convention on the Rights of Persons with Disabilities,CRPD,09 May 2007,11 Oct 2016
Chad,Convention on the Rights of Persons with Disabilities,CRPD,26 Sep 2012,20 Jun 2019
Chile,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,29 Jul 2008
China,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,01 Aug 2008
Colombia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,10 May 2011
Comoros,Convention on the Rights of Persons with Disabilities,CRPD,26 Sep 2007,16 Jun 2016
Congo,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,02 Sep 2014
Cook Islands,Convention on the Rights of Persons with Disabilities,CRPD,,08 May 2009 (a)
Costa Rica,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,01 Oct 2008
CГґte d'Ivoire,Convention on the Rights of Persons with Disabilities,CRPD,07 Jun 2007,10 Jan 2014
Croatia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,15 Aug 2007
Cuba,Convention on the Rights of Persons with Disabilities,CRPD,26 Apr 2007,06 Sep 2007
Cyprus,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,27 Jun 2011
Czech Republic,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,28 Sep 2009
Democratic People's Republic of Korea,Convention on the Rights of Persons with Disabilities,CRPD,03 Jul 2013,06 Dec 2016
Democratic Republic of the Congo,Convention on the Rights of Persons with Disabilities,CRPD,,30 Sep 2015 (a)
Denmark,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,24 Jul 2009
Djibouti,Convention on the Rights of Persons with Disabilities,CRPD,,18 Jun 2012 (a)
Dominica,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,01 Oct 2012
Dominican Republic,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,18 Aug 2009
Ecuador,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,03 Apr 2008
Egypt,Convention on the Rights of Persons with Disabilities,CRPD,04 Apr 2007,14 Apr 2008
El Salvador,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,14 Dec 2007
Equatorial Guinea,Convention on the Rights of Persons with Disabilities,CRPD,,25 Mar 2022 (a)
Eritrea,Convention on the Rights of Persons with Disabilities,CRPD,,
Estonia,Convention on the Rights of Persons with Disabilities,CRPD,25 Sep 2007,30 May 2012
Eswatini,Convention on the Rights of Persons with Disabilities,CRPD,25 Sep 2007,24 Sep 2012
Ethiopia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,07 Jul 2010
European Union,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,23 Dec 2010
Fiji,Convention on the Rights of Persons with Disabilities,CRPD,02 Jun 2010,07 Jun 2017
Finland,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,11 May 2016
France,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,18 Feb 2010
Gabon,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,01 Oct 2007
Gambia,Convention on the Rights of Persons with Disabilities,CRPD,,06 Jul 2015 (a)
Georgia,Convention on the Rights of Persons with Disabilities,CRPD,10 Jul 2009,13 Mar 2014
Germany,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,24 Feb 2009
Ghana,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,31 Jul 2012
Greece,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,31 May 2012
Grenada,Convention on the Rights of Persons with Disabilities,CRPD,12 Jul 2010,27 Aug 2014
Guatemala,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,07 Apr 2009
Guinea,Convention on the Rights of Persons with Disabilities,CRPD,16 May 2007,08 Feb 2008
Guinea-Bissau,Convention on the Rights of Persons with Disabilities,CRPD,24 Sep 2013,24 Sep 2014
Guyana,Convention on the Rights of Persons with Disabilities,CRPD,11 Apr 2007,10 Sep 2014
Haiti,Convention on the Rights of Persons with Disabilities,CRPD,,23 Jul 2009 (a)
Holy See,Convention on the Rights of Persons with Disabilities,CRPD,,
Honduras,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,14 Apr 2008
Hungary,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,20 Jul 2007
Iceland,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,23 Sep 2016
India,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,01 Oct 2007
Indonesia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,30 Nov 2011
Iran (Islamic Republic of),Convention on the Rights of Persons with Disabilities,CRPD,,23 Oct 2009 (a)
Iraq,Convention on the Rights of Persons with Disabilities,CRPD,,20 Mar 2013 (a)
Ireland,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,20 Mar 2018
Israel,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,28 Sep 2012
Italy,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,15 May 2009
Jamaica,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,30 Mar 2007
Japan,Convention on the Rights of Persons with Disabilities,CRPD,28 Sep 2007,20 Jan 2014
Jordan,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,31 Mar 2008
Kazakhstan,Convention on the Rights of Persons with Disabilities,CRPD,11 Dec 2008,21 Apr 2015
Kenya,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,19 May 2008
Kiribati,Convention on the Rights of Persons with Disabilities,CRPD,,27 Sep 2013 (a)
Kuwait,Convention on the Rights of Persons with Disabilities,CRPD,,22 Aug 2013 (a)
Kyrgyzstan,Convention on the Rights of Persons with Disabilities,CRPD,21 Sep 2011,16 May 2019
Lao People's Democratic Republic,Convention on the Rights of Persons with Disabilities,CRPD,15 Jan 2008,25 Sep 2009
Latvia,Convention on the Rights of Persons with Disabilities,CRPD,18 Jul 2008,01 Mar 2010
Lebanon,Convention on the Rights of Persons with Disabilities,CRPD,14 Jun 2007,
Lesotho,Convention on the Rights of Persons with Disabilities,CRPD,,02 Dec 2008 (a)
Liberia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,26 Jul 2012
Libya,Convention on the Rights of Persons with Disabilities,CRPD,01 May 2008,13 Feb 2018
Liechtenstein,Convention on the Rights of Persons with Disabilities,CRPD,08 Sep 2020,
Lithuania,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,18 Aug 2010
Luxembourg,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,26 Sep 2011
Madagascar,Convention on the Rights of Persons with Disabilities,CRPD,25 Sep 2007,12 Jun 2015
Malawi,Convention on the Rights of Persons with Disabilities,CRPD,27 Sep 2007,27 Aug 2009
Malaysia,Convention on the Rights of Persons with Disabilities,CRPD,08 Apr 2008,19 Jul 2010
Maldives,Convention on the Rights of Persons with Disabilities,CRPD,02 Oct 2007,05 Apr 2010
Mali,Convention on the Rights of Persons with Disabilities,CRPD,15 May 2007,07 Apr 2008
Malta,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,10 Oct 2012
Marshall Islands,Convention on the Rights of Persons with Disabilities,CRPD,,17 Mar 2015 (a)
Mauritania,Convention on the Rights of Persons with Disabilities,CRPD,,03 Apr 2012 (a)
Mauritius,Convention on the Rights of Persons with Disabilities,CRPD,25 Sep 2007,08 Jan 2010
Mexico,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,17 Dec 2007
Micronesia (Federated States of),Convention on the Rights of Persons with Disabilities,CRPD,23 Sep 2011,07 Dec 2016
Monaco,Convention on the Rights of Persons with Disabilities,CRPD,23 Sep 2009,19 Sep 2017
Mongolia,Convention on the Rights of Persons with Disabilities,CRPD,,13 May 2009 (a)
Montenegro,Convention on the Rights of Persons with Disabilities,CRPD,27 Sep 2007,02 Nov 2009
Morocco,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,08 Apr 2009
Mozambique,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,30 Jan 2012
Myanmar,Convention on the Rights of Persons with Disabilities,CRPD,,07 Dec 2011 (a)
Namibia,Convention on the Rights of Persons with Disabilities,CRPD,25 Apr 2007,04 Dec 2007
Nauru,Convention on the Rights of Persons with Disabilities,CRPD,,27 Jun 2012 (a)
Nepal,Convention on the Rights of Persons with Disabilities,CRPD,03 Jan 2008,07 May 2010
Netherlands,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,14 Jun 2016
New Zealand,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,25 Sep 2008
Nicaragua,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,07 Dec 2007
Niger,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,24 Jun 2008
Nigeria,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,24 Sep 2010
Niue,Convention on the Rights of Persons with Disabilities,CRPD,,
North Macedonia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,29 Dec 2011
Norway,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,03 Jun 2013
Oman,Convention on the Rights of Persons with Disabilities,CRPD,17 Mar 2008,06 Jan 2009
Pakistan,Convention on the Rights of Persons with Disabilities,CRPD,25 Sep 2008,05 Jul 2011
Palau,Convention on the Rights of Persons with Disabilities,CRPD,20 Sep 2011,11 Jun 2013
Panama,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,07 Aug 2007
Papua New Guinea,Convention on the Rights of Persons with Disabilities,CRPD,02 Jun 2011,26 Sep 2013
Paraguay,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,03 Sep 2008
Peru,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,30 Jan 2008
Philippines,Convention on the Rights of Persons with Disabilities,CRPD,25 Sep 2007,15 Apr 2008
Poland,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,25 Sep 2012
Portugal,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,23 Sep 2009
Qatar,Convention on the Rights of Persons with Disabilities,CRPD,09 Jul 2007,13 May 2008
Republic of Korea,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,11 Dec 2008
Republic of Moldova,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,21 Sep 2010
Romania,Convention on the Rights of Persons with Disabilities,CRPD,26 Sep 2007,31 Jan 2011
Russian Federation,Convention on the Rights of Persons with Disabilities,CRPD,24 Sep 2008,25 Sep 2012
Rwanda,Convention on the Rights of Persons with Disabilities,CRPD,,15 Dec 2008 (a)
Saint Kitts and Nevis,Convention on the Rights of Persons with Disabilities,CRPD,27 Sep 2019,17 Oct 2019
Saint Lucia,Convention on the Rights of Persons with Disabilities,CRPD,22 Sep 2011,11 Jun 2020
Saint Vincent and the Grenadines,Convention on the Rights of Persons with Disabilities,CRPD,,29 Oct 2010 (a)
Samoa,Convention on the Rights of Persons with Disabilities,CRPD,24 Sep 2014,02 Dec 2016
San Marino,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,22 Feb 2008
Sao Tome and Principe,Convention on the Rights of Persons with Disabilities,CRPD,,05 Nov 2015 (a)
Saudi Arabia,Convention on the Rights of Persons with Disabilities,CRPD,,24 Jun 2008 (a)
Senegal,Convention on the Rights of Persons with Disabilities,CRPD,25 Apr 2007,07 Sep 2010
Serbia,Convention on the Rights of Persons with Disabilities,CRPD,17 Dec 2007,31 Jul 2009
Seychelles,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,02 Oct 2009
Sierra Leone,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,04 Oct 2010
Singapore,Convention on the Rights of Persons with Disabilities,CRPD,12 Nov 2012,18 Jul 2013
Slovakia,Convention on the Rights of Persons with Disabilities,CRPD,26 Sep 2007,26 May 2010
Slovenia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,24 Apr 2008
Solomon Islands,Convention on the Rights of Persons with Disabilities,CRPD,23 Sep 2008,22 Jun 2023
Somalia,Convention on the Rights of Persons with Disabilities,CRPD,02 Oct 2018,06 Aug 2019
South Africa,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,30 Nov 2007
South Sudan,Convention on the Rights of Persons with Disabilities,CRPD,,
Spain,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,03 Dec 2007
Sri Lanka,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,08 Feb 2016
State of Palestine,Convention on the Rights of Persons with Disabilities,CRPD,,02 Apr 2014 (a)
Sudan,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,24 Apr 2009
Suriname,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,29 Mar 2017
Sweden,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,15 Dec 2008
Switzerland,Convention on the Rights of Persons with Disabilities,CRPD,,15 Apr 2014 (a)
Syrian Arab Republic,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,10 Jul 2009
Tajikistan,Convention on the Rights of Persons with Disabilities,CRPD,22 Mar 2018,
Thailand,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,29 Jul 2008
Timor-Leste,Convention on the Rights of Persons with Disabilities,CRPD,,17 Jan 2023 (a)
Togo,Convention on the Rights of Persons with Disabilities,CRPD,23 Sep 2008,01 Mar 2011
Tonga,Convention on the Rights of Persons with Disabilities,CRPD,15 Nov 2007,
Trinidad and Tobago,Convention on the Rights of Persons with Disabilities,CRPD,27 Sep 2007,25 Jun 2015
Tunisia,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,02 Apr 2008
TГјrkiye,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,28 Sep 2009
Turkmenistan,Convention on the Rights of Persons with Disabilities,CRPD,,04 Sep 2008 (a)
Tuvalu,Convention on the Rights of Persons with Disabilities,CRPD,,18 Dec 2013 (a)
Uganda,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,25 Sep 2008
Ukraine,Convention on the Rights of Persons with Disabilities,CRPD,24 Sep 2008,04 Feb 2010
United Arab Emirates,Convention on the Rights of Persons with Disabilities,CRPD,08 Feb 2008,19 Mar 2010
United Kingdom of Great Britain and Northern Ireland,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,08 Jun 2009
United Republic of Tanzania,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,10 Nov 2009
United States of America,Convention on the Rights of Persons with Disabilities,CRPD,30 Jul 2009,
Uruguay,Convention on the Rights of Persons with Disabilities,CRPD,03 Apr 2007,11 Feb 2009
Uzbekistan,Convention on the Rights of Persons with Disabilities,CRPD,27 Feb 2009,28 Jun 2021
Vanuatu,Convention on the Rights of Persons with Disabilities,CRPD,17 May 2007,23 Oct 2008
Venezuela (Bolivarian Republic of),Convention on the Rights of Persons with Disabilities,CRPD,,24 Sep 2013 (a)
Viet Nam,Convention on the Rights of Persons with Disabilities,CRPD,22 Oct 2007,05 Feb 2015
Yemen,Convention on the Rights of Persons with Disabilities,CRPD,30 Mar 2007,26 Mar 2009
Zambia,Convention on the Rights of Persons with Disabilities,CRPD,09 May 2008,01 Feb 2010
Zimbabwe,Convention on the Rights of Persons with Disabilities,CRPD,,23 Sep 2013 (a)
,|,,,
Command item  |,,,,
Command item,,,,
,|,,,
