Date,Series,Value
2020-11-13,Volume Intensity,0.3167
2020-11-14,Volume Intensity,0.2904
2020-11-15,Volume Intensity,0.3279
2020-11-16,Volume Intensity,0.3315
2020-11-17,Volume Intensity,0.3259
2020-11-18,Volume Intensity,0.3408
2020-11-19,Volume Intensity,0.3481
2020-11-20,Volume Intensity,0.3664
2020-11-21,Volume Intensity,0.3227
2020-11-22,Volume Intensity,0.3736
2020-11-23,Volume Intensity,0.3806
2020-11-24,Volume Intensity,0.3629
2020-11-25,Volume Intensity,0.3663
2020-11-26,Volume Intensity,0.3598
2020-11-27,Volume Intensity,0.3726
2020-11-28,Volume Intensity,0.3831
2020-11-29,Volume Intensity,0.3751
2020-11-30,Volume Intensity,0.3819
2020-12-01,Volume Intensity,0.3798
2020-12-02,Volume Intensity,0.3924
2020-12-03,Volume Intensity,0.3781
2020-12-04,Volume Intensity,0.3103
2020-12-05,Volume Intensity,0.3002
2020-12-06,Volume Intensity,0.3308
2020-12-07,Volume Intensity,0.3357
2020-12-08,Volume Intensity,0.3352
2020-12-09,Volume Intensity,0.319
2020-12-10,Volume Intensity,0.3228
2020-12-11,Volume Intensity,0.3309
2020-12-12,Volume Intensity,0.3094
2020-12-13,Volume Intensity,0.3541
2020-12-14,Volume Intensity,0.3295
2020-12-15,Volume Intensity,0.3392
2020-12-16,Volume Intensity,0.3486
2020-12-17,Volume Intensity,0.34
2020-12-18,Volume Intensity,0.323
2020-12-19,Volume Intensity,0.2763
2020-12-20,Volume Intensity,0.3232
2020-12-21,Volume Intensity,0.3642
2020-12-22,Volume Intensity,0.3745
2020-12-23,Volume Intensity,0.3777
2020-12-24,Volume Intensity,0.4033
2020-12-25,Volume Intensity,0.4246
2020-12-26,Volume Intensity,0.4333
2020-12-27,Volume Intensity,0.4812
2020-12-28,Volume Intensity,0.4581
2020-12-29,Volume Intensity,0.4782
2020-12-30,Volume Intensity,0.4767
2020-12-31,Volume Intensity,0.4787
2021-01-01,Volume Intensity,0.4671
2021-01-02,Volume Intensity,0.3674
2021-01-03,Volume Intensity,0.3845
2021-01-04,Volume Intensity,0.3587
2021-01-05,Volume Intensity,0.3168
2021-01-06,Volume Intensity,0.2964
2021-01-07,Volume Intensity,0.255
2021-01-08,Volume Intensity,0.2649
2021-01-09,Volume Intensity,0.2647
2021-01-10,Volume Intensity,0.3047
2021-01-11,Volume Intensity,0.3306
2021-01-12,Volume Intensity,0.3283
2021-01-13,Volume Intensity,0.349
2021-01-14,Volume Intensity,0.3524
2021-01-15,Volume Intensity,0.3594
2021-01-16,Volume Intensity,0.3543
2021-01-17,Volume Intensity,0.3753
2021-01-18,Volume Intensity,0.3821
2021-01-19,Volume Intensity,0.3631
2021-01-20,Volume Intensity,0.3474
2021-01-21,Volume Intensity,0.3203
2021-01-22,Volume Intensity,0.2923
2021-01-23,Volume Intensity,0.2898
2021-01-24,Volume Intensity,0.2777
2021-01-25,Volume Intensity,0.2927
2021-01-26,Volume Intensity,0.3342
2021-01-27,Volume Intensity,0.3629
2021-01-28,Volume Intensity,0.3893
2021-01-29,Volume Intensity,0.4092
2021-01-30,Volume Intensity,0.4412
2021-01-31,Volume Intensity,0.483
2021-02-01,Volume Intensity,0.4735
2021-02-02,Volume Intensity,0.4622
2021-02-03,Volume Intensity,0.4688
2021-02-04,Volume Intensity,0.4312
2021-02-05,Volume Intensity,0.4071
2021-02-06,Volume Intensity,0.3699
2021-02-07,Volume Intensity,0.3605
2021-02-08,Volume Intensity,0.3395
2021-02-09,Volume Intensity,0.3334
2021-02-10,Volume Intensity,0.3482
2021-02-11,Volume Intensity,0.3468
2021-02-12,Volume Intensity,0.3415
2021-02-13,Volume Intensity,0.3306
2021-02-14,Volume Intensity,0.3668
2021-02-15,Volume Intensity,0.338
2021-02-16,Volume Intensity,0.3342
2021-02-17,Volume Intensity,0.3322
2021-02-18,Volume Intensity,0.3366
2021-02-19,Volume Intensity,0.3342
2021-02-20,Volume Intensity,0.3469
2021-02-21,Volume Intensity,0.3802
2021-02-22,Volume Intensity,0.3598
2021-02-23,Volume Intensity,0.3498
2021-02-24,Volume Intensity,0.3472
2021-02-25,Volume Intensity,0.3562
2021-02-26,Volume Intensity,0.3189
2021-02-27,Volume Intensity,0.2939
2021-02-28,Volume Intensity,0.3028
2021-03-01,Volume Intensity,0.3094
2021-03-02,Volume Intensity,0.3144
2021-03-03,Volume Intensity,0.3216
2021-03-04,Volume Intensity,0.335
2021-03-05,Volume Intensity,0.3575
2021-03-06,Volume Intensity,0.3832
2021-03-07,Volume Intensity,0.4524
2021-03-08,Volume Intensity,0.4447
2021-03-09,Volume Intensity,0.4251
2021-03-10,Volume Intensity,0.4234
2021-03-11,Volume Intensity,0.4296
2021-03-12,Volume Intensity,0.4306
2021-03-13,Volume Intensity,0.4155
2021-03-14,Volume Intensity,0.4707
2021-03-15,Volume Intensity,0.5456
2021-03-16,Volume Intensity,0.5655
2021-03-17,Volume Intensity,0.5678
2021-03-18,Volume Intensity,0.592
2021-03-19,Volume Intensity,0.5722
2021-03-20,Volume Intensity,0.5491
2021-03-21,Volume Intensity,0.506
2021-03-22,Volume Intensity,0.5142
2021-03-23,Volume Intensity,0.5029
2021-03-24,Volume Intensity,0.4593
2021-03-25,Volume Intensity,0.4353
2021-03-26,Volume Intensity,0.4189
2021-03-27,Volume Intensity,0.4273
2021-03-28,Volume Intensity,0.4424
2021-03-29,Volume Intensity,0.4298
2021-03-30,Volume Intensity,0.4269
2021-03-31,Volume Intensity,0.4312
2021-04-01,Volume Intensity,0.4177
2021-04-02,Volume Intensity,0.3897
2021-04-03,Volume Intensity,0.3581
2021-04-04,Volume Intensity,0.3701
2021-04-05,Volume Intensity,0.3374
2021-04-06,Volume Intensity,0.3253
2021-04-07,Volume Intensity,0.3505
2021-04-08,Volume Intensity,0.3444
2021-04-09,Volume Intensity,0.3275
2021-04-10,Volume Intensity,0.2923
2021-04-11,Volume Intensity,0.2924
2021-04-12,Volume Intensity,0.2823
2021-04-13,Volume Intensity,0.2446
2021-04-14,Volume Intensity,0.2436
2021-04-15,Volume Intensity,0.2363
2021-04-16,Volume Intensity,0.2491
2021-04-17,Volume Intensity,0.2796
2021-04-18,Volume Intensity,0.2975
2021-04-19,Volume Intensity,0.3
2021-04-20,Volume Intensity,0.3011
2021-04-21,Volume Intensity,0.2996
2021-04-22,Volume Intensity,0.2961
2021-04-23,Volume Intensity,0.279
2021-04-24,Volume Intensity,0.2779
2021-04-25,Volume Intensity,0.2964
2021-04-26,Volume Intensity,0.2833
2021-04-27,Volume Intensity,0.2913
2021-04-28,Volume Intensity,0.2934
2021-04-29,Volume Intensity,0.2896
2021-04-30,Volume Intensity,0.2738
2021-05-01,Volume Intensity,0.2575
2021-05-02,Volume Intensity,0.2658
2021-05-03,Volume Intensity,0.2581
2021-05-04,Volume Intensity,0.2602
2021-05-05,Volume Intensity,0.2657
2021-05-06,Volume Intensity,0.2828
2021-05-07,Volume Intensity,0.3018
2021-05-08,Volume Intensity,0.3086
2021-05-09,Volume Intensity,0.289
2021-05-10,Volume Intensity,0.2924
2021-05-11,Volume Intensity,0.2995
2021-05-12,Volume Intensity,0.2925
2021-05-13,Volume Intensity,0.2776
2021-05-14,Volume Intensity,0.2853
2021-05-15,Volume Intensity,0.345
2021-05-16,Volume Intensity,0.3319
2021-05-17,Volume Intensity,0.3275
2021-05-18,Volume Intensity,0.3231
2021-05-19,Volume Intensity,0.3189
2021-05-20,Volume Intensity,0.3064
2021-05-21,Volume Intensity,0.2637
2021-05-22,Volume Intensity,0.2551
2021-05-23,Volume Intensity,0.2568
2021-05-24,Volume Intensity,0.2907
2021-05-25,Volume Intensity,0.3117
2021-05-26,Volume Intensity,0.3187
2021-05-27,Volume Intensity,0.3094
2021-05-28,Volume Intensity,0.3373
2021-05-29,Volume Intensity,0.3538
2021-05-30,Volume Intensity,0.3226
2021-05-31,Volume Intensity,0.2972
2021-06-01,Volume Intensity,0.291
2021-06-02,Volume Intensity,0.3049
2021-06-03,Volume Intensity,0.3125
2021-06-04,Volume Intensity,0.2962
2021-06-05,Volume Intensity,0.2921
2021-06-06,Volume Intensity,0.3151
2021-06-07,Volume Intensity,0.3058
2021-06-08,Volume Intensity,0.2964
2021-06-09,Volume Intensity,0.2681
2021-06-10,Volume Intensity,0.2763
2021-06-11,Volume Intensity,0.2844
2021-06-12,Volume Intensity,0.2503
2021-06-13,Volume Intensity,0.2953
2021-06-14,Volume Intensity,0.2983
2021-06-15,Volume Intensity,0.3013
2021-06-16,Volume Intensity,0.2898
2021-06-17,Volume Intensity,0.2848
2021-06-18,Volume Intensity,0.3125
2021-06-19,Volume Intensity,0.2553
2021-06-20,Volume Intensity,0.2676
2021-06-21,Volume Intensity,0.2698
2021-06-22,Volume Intensity,0.2588
2021-06-23,Volume Intensity,0.2736
2021-06-24,Volume Intensity,0.2759
2021-06-25,Volume Intensity,0.3186
2021-06-26,Volume Intensity,0.3254
2021-06-27,Volume Intensity,0.3387
2021-06-28,Volume Intensity,0.3593
2021-06-29,Volume Intensity,0.3468
2021-06-30,Volume Intensity,0.335
2021-07-01,Volume Intensity,0.3295
2021-07-02,Volume Intensity,0.3213
2021-07-03,Volume Intensity,0.3647
2021-07-04,Volume Intensity,0.3997
2021-07-05,Volume Intensity,0.396
2021-07-06,Volume Intensity,0.389
2021-07-07,Volume Intensity,0.3792
2021-07-08,Volume Intensity,0.3722
2021-07-09,Volume Intensity,0.316
2021-07-10,Volume Intensity,0.2769
2021-07-11,Volume Intensity,0.3014
2021-07-12,Volume Intensity,0.2956
2021-07-13,Volume Intensity,0.2835
2021-07-14,Volume Intensity,0.281
2021-07-15,Volume Intensity,0.2714
2021-07-16,Volume Intensity,0.2631
2021-07-17,Volume Intensity,0.2596
2021-07-18,Volume Intensity,0.2616
2021-07-19,Volume Intensity,0.2614
2021-07-20,Volume Intensity,0.2883
2021-07-21,Volume Intensity,0.3083
2021-07-22,Volume Intensity,0.3397
2021-07-23,Volume Intensity,0.3219
2021-07-24,Volume Intensity,0.3399
2021-07-25,Volume Intensity,0.3559
2021-07-26,Volume Intensity,0.3362
2021-07-27,Volume Intensity,0.3438
2021-07-28,Volume Intensity,0.321
2021-07-29,Volume Intensity,0.3236
2021-07-30,Volume Intensity,0.3098
2021-07-31,Volume Intensity,0.2783
2021-08-01,Volume Intensity,0.2643
2021-08-02,Volume Intensity,0.2683
2021-08-03,Volume Intensity,0.2648
2021-08-04,Volume Intensity,0.2675
2021-08-05,Volume Intensity,0.2866
2021-08-06,Volume Intensity,0.303
2021-08-07,Volume Intensity,0.3274
2021-08-08,Volume Intensity,0.3405
2021-08-09,Volume Intensity,0.3585
2021-08-10,Volume Intensity,0.3388
2021-08-11,Volume Intensity,0.3199
2021-08-12,Volume Intensity,0.3166
2021-08-13,Volume Intensity,0.3187
2021-08-14,Volume Intensity,0.3015
2021-08-15,Volume Intensity,0.3018
2021-08-16,Volume Intensity,0.3354
2021-08-17,Volume Intensity,0.3962
2021-08-18,Volume Intensity,0.4364
2021-08-19,Volume Intensity,0.4374
2021-08-20,Volume Intensity,0.4355
2021-08-21,Volume Intensity,0.4295
2021-08-22,Volume Intensity,0.4531
2021-08-23,Volume Intensity,0.4121
2021-08-24,Volume Intensity,0.411
2021-08-25,Volume Intensity,0.4136
2021-08-26,Volume Intensity,0.4161
2021-08-27,Volume Intensity,0.3986
2021-08-28,Volume Intensity,0.3623
2021-08-29,Volume Intensity,0.3909
2021-08-30,Volume Intensity,0.3727
2021-08-31,Volume Intensity,0.3596
2021-09-01,Volume Intensity,0.3526
2021-09-02,Volume Intensity,0.3729
2021-09-03,Volume Intensity,0.3748
2021-09-04,Volume Intensity,0.335
2021-09-05,Volume Intensity,0.3379
2021-09-06,Volume Intensity,0.3257
2021-09-07,Volume Intensity,0.339
2021-09-08,Volume Intensity,0.3279
2021-09-09,Volume Intensity,0.3332
2021-09-10,Volume Intensity,0.3132
2021-09-11,Volume Intensity,0.3104
2021-09-12,Volume Intensity,0.3373
2021-09-13,Volume Intensity,0.3167
2021-09-14,Volume Intensity,0.326
2021-09-15,Volume Intensity,0.3126
2021-09-16,Volume Intensity,0.3366
2021-09-17,Volume Intensity,0.3429
2021-09-18,Volume Intensity,0.3087
2021-09-19,Volume Intensity,0.3072
2021-09-20,Volume Intensity,0.2833
2021-09-21,Volume Intensity,0.2712
2021-09-22,Volume Intensity,0.2595
2021-09-23,Volume Intensity,0.2537
2021-09-24,Volume Intensity,0.279
2021-09-25,Volume Intensity,0.3246
2021-09-26,Volume Intensity,0.3717
2021-09-27,Volume Intensity,0.3897
2021-09-28,Volume Intensity,0.3885
2021-09-29,Volume Intensity,0.3613
2021-09-30,Volume Intensity,0.3447
2021-10-01,Volume Intensity,0.2902
2021-10-02,Volume Intensity,0.263
2021-10-03,Volume Intensity,0.2672
2021-10-04,Volume Intensity,0.2839
2021-10-05,Volume Intensity,0.3008
2021-10-06,Volume Intensity,0.2953
2021-10-07,Volume Intensity,0.2987
2021-10-08,Volume Intensity,0.2809
2021-10-09,Volume Intensity,0.2681
2021-10-10,Volume Intensity,0.2722
2021-10-11,Volume Intensity,0.267
2021-10-12,Volume Intensity,0.282
2021-10-13,Volume Intensity,0.2866
2021-10-14,Volume Intensity,0.2955
2021-10-15,Volume Intensity,0.3025
2021-10-16,Volume Intensity,0.2864
2021-10-17,Volume Intensity,0.282
2021-10-18,Volume Intensity,0.2931
2021-10-19,Volume Intensity,0.2976
2021-10-20,Volume Intensity,0.3021
2021-10-21,Volume Intensity,0.29
2021-10-22,Volume Intensity,0.2828
2021-10-23,Volume Intensity,0.2735
2021-10-24,Volume Intensity,0.2488
2021-10-25,Volume Intensity,0.2346
2021-10-26,Volume Intensity,0.2375
2021-10-27,Volume Intensity,0.249
2021-10-28,Volume Intensity,0.2444
2021-10-29,Volume Intensity,0.2618
2021-10-30,Volume Intensity,0.2912
2021-10-31,Volume Intensity,0.3316
2021-11-01,Volume Intensity,0.3517
2021-11-02,Volume Intensity,0.3479
2021-11-03,Volume Intensity,0.3623
2021-11-04,Volume Intensity,0.3572
2021-11-05,Volume Intensity,0.3369
2021-11-06,Volume Intensity,0.2942
2021-11-07,Volume Intensity,0.2519
2021-11-08,Volume Intensity,0.252
2021-11-09,Volume Intensity,0.2542
2021-11-10,Volume Intensity,0.2581
2021-11-11,Volume Intensity,0.2668
2021-11-12,Volume Intensity,0.2834
2021-11-13,Volume Intensity,0.3187
2021-11-14,Volume Intensity,0.3463
2021-11-15,Volume Intensity,0.3333
2021-11-16,Volume Intensity,0.3265
2021-11-17,Volume Intensity,0.3347
2021-11-18,Volume Intensity,0.3302
2021-11-19,Volume Intensity,0.3107
2021-11-20,Volume Intensity,0.2898
2021-11-21,Volume Intensity,0.3059
2021-11-22,Volume Intensity,0.3228
2021-11-23,Volume Intensity,0.2999
2021-11-24,Volume Intensity,0.3001
2021-11-25,Volume Intensity,0.3236
2021-11-26,Volume Intensity,0.3386
2021-11-27,Volume Intensity,0.3539
2021-11-28,Volume Intensity,0.3659
2021-11-29,Volume Intensity,0.3597
2021-11-30,Volume Intensity,0.3593
2021-12-01,Volume Intensity,0.3363
2021-12-02,Volume Intensity,0.3206
2021-12-03,Volume Intensity,0.2883
2021-12-04,Volume Intensity,0.251
2021-12-05,Volume Intensity,0.2769
2021-12-06,Volume Intensity,0.2696
2021-12-07,Volume Intensity,0.27
2021-12-08,Volume Intensity,0.2529
2021-12-09,Volume Intensity,0.2513
2021-12-10,Volume Intensity,0.2681
2021-12-11,Volume Intensity,0.2299
2021-12-12,Volume Intensity,0.2289
2021-12-13,Volume Intensity,0.212
2021-12-14,Volume Intensity,0.216
2021-12-15,Volume Intensity,0.2189
2021-12-16,Volume Intensity,0.2188
2021-12-17,Volume Intensity,0.2288
2021-12-18,Volume Intensity,0.2309
2021-12-19,Volume Intensity,0.2577
2021-12-20,Volume Intensity,0.2826
2021-12-21,Volume Intensity,0.2912
2021-12-22,Volume Intensity,0.2921
2021-12-23,Volume Intensity,0.2888
2021-12-24,Volume Intensity,0.2782
2021-12-25,Volume Intensity,0.2887
2021-12-26,Volume Intensity,0.3642
2021-12-27,Volume Intensity,0.3636
2021-12-28,Volume Intensity,0.3971
2021-12-29,Volume Intensity,0.3975
2021-12-30,Volume Intensity,0.4095
2021-12-31,Volume Intensity,0.3883
2022-01-01,Volume Intensity,0.3052
2022-01-02,Volume Intensity,0.3043
2022-01-03,Volume Intensity,0.2365
2022-01-04,Volume Intensity,0.2548
2022-01-05,Volume Intensity,0.2439
2022-01-06,Volume Intensity,0.2477
2022-01-07,Volume Intensity,0.2422
2022-01-08,Volume Intensity,0.2341
2022-01-09,Volume Intensity,0.2663
2022-01-10,Volume Intensity,0.2599
2022-01-11,Volume Intensity,0.2718
2022-01-12,Volume Intensity,0.2645
2022-01-13,Volume Intensity,0.2577
2022-01-14,Volume Intensity,0.2668
2022-01-15,Volume Intensity,0.2491
2022-01-16,Volume Intensity,0.2425
2022-01-17,Volume Intensity,0.2658
2022-01-18,Volume Intensity,0.268
2022-01-19,Volume Intensity,0.2656
2022-01-20,Volume Intensity,0.257
2022-01-21,Volume Intensity,0.2681
2022-01-22,Volume Intensity,0.2853
2022-01-23,Volume Intensity,0.3048
2022-01-24,Volume Intensity,0.2939
2022-01-25,Volume Intensity,0.3031
2022-01-26,Volume Intensity,0.3054
2022-01-27,Volume Intensity,0.3265
2022-01-28,Volume Intensity,0.3269
2022-01-29,Volume Intensity,0.2868
2022-01-30,Volume Intensity,0.3124
2022-01-31,Volume Intensity,0.2917
2022-02-01,Volume Intensity,0.2925
2022-02-02,Volume Intensity,0.2774
2022-02-03,Volume Intensity,0.2745
2022-02-04,Volume Intensity,0.2904
2022-02-05,Volume Intensity,0.2798
2022-02-06,Volume Intensity,0.2914
2022-02-07,Volume Intensity,0.2967
2022-02-08,Volume Intensity,0.2919
2022-02-09,Volume Intensity,0.2753
2022-02-10,Volume Intensity,0.2758
2022-02-11,Volume Intensity,0.293
2022-02-12,Volume Intensity,0.3156
2022-02-13,Volume Intensity,0.359
2022-02-14,Volume Intensity,0.3576
2022-02-15,Volume Intensity,0.3706
2022-02-16,Volume Intensity,0.3748
2022-02-17,Volume Intensity,0.3567
2022-02-18,Volume Intensity,0.3395
2022-02-19,Volume Intensity,0.3055
2022-02-20,Volume Intensity,0.349
2022-02-21,Volume Intensity,0.347
2022-02-22,Volume Intensity,0.3481
2022-02-23,Volume Intensity,0.3626
2022-02-24,Volume Intensity,0.4143
2022-02-25,Volume Intensity,0.4965
2022-02-26,Volume Intensity,0.5989
2022-02-27,Volume Intensity,0.7332
2022-02-28,Volume Intensity,0.7817
2022-03-01,Volume Intensity,0.8716
2022-03-02,Volume Intensity,0.8827
2022-03-03,Volume Intensity,0.8733
2022-03-04,Volume Intensity,0.7945
2022-03-05,Volume Intensity,0.7641
2022-03-06,Volume Intensity,0.8417
2022-03-07,Volume Intensity,0.8089
2022-03-08,Volume Intensity,0.8217
2022-03-09,Volume Intensity,0.8411
2022-03-10,Volume Intensity,0.8551
2022-03-11,Volume Intensity,0.8181
2022-03-12,Volume Intensity,0.7896
2022-03-13,Volume Intensity,0.9276
2022-03-14,Volume Intensity,0.9394
2022-03-15,Volume Intensity,0.9075
2022-03-16,Volume Intensity,0.8758
2022-03-17,Volume Intensity,0.8493
2022-03-18,Volume Intensity,0.8098
2022-03-19,Volume Intensity,0.7115
2022-03-20,Volume Intensity,0.7016
2022-03-21,Volume Intensity,0.6601
2022-03-22,Volume Intensity,0.6472
2022-03-23,Volume Intensity,0.6356
2022-03-24,Volume Intensity,0.5812
2022-03-25,Volume Intensity,0.511
2022-03-26,Volume Intensity,0.5253
2022-03-27,Volume Intensity,0.5792
2022-03-28,Volume Intensity,0.5769
2022-03-29,Volume Intensity,0.5941
2022-03-30,Volume Intensity,0.6219
2022-03-31,Volume Intensity,0.5994
2022-04-01,Volume Intensity,0.5304
2022-04-02,Volume Intensity,0.4712
2022-04-03,Volume Intensity,0.4927
2022-04-04,Volume Intensity,0.4874
2022-04-05,Volume Intensity,0.4403
2022-04-06,Volume Intensity,0.4423
2022-04-07,Volume Intensity,0.4316
2022-04-08,Volume Intensity,0.4091
2022-04-09,Volume Intensity,0.3915
2022-04-10,Volume Intensity,0.3894
2022-04-11,Volume Intensity,0.382
2022-04-12,Volume Intensity,0.3789
2022-04-13,Volume Intensity,0.4076
2022-04-14,Volume Intensity,0.4557
2022-04-15,Volume Intensity,0.4509
2022-04-16,Volume Intensity,0.4959
2022-04-17,Volume Intensity,0.5916
2022-04-18,Volume Intensity,0.5969
2022-04-19,Volume Intensity,0.5517
2022-04-20,Volume Intensity,0.5075
2022-04-21,Volume Intensity,0.4975
2022-04-22,Volume Intensity,0.4362
2022-04-23,Volume Intensity,0.4006
2022-04-24,Volume Intensity,0.4432
2022-04-25,Volume Intensity,0.4441
2022-04-26,Volume Intensity,0.4351
2022-04-27,Volume Intensity,0.4395
2022-04-28,Volume Intensity,0.4378
2022-04-29,Volume Intensity,0.3826
2022-04-30,Volume Intensity,0.3568
2022-05-01,Volume Intensity,0.354
2022-05-02,Volume Intensity,0.3805
2022-05-03,Volume Intensity,0.3995
2022-05-04,Volume Intensity,0.3858
2022-05-05,Volume Intensity,0.3855
2022-05-06,Volume Intensity,0.3613
2022-05-07,Volume Intensity,0.4098
2022-05-08,Volume Intensity,0.4691
2022-05-09,Volume Intensity,0.4483
2022-05-10,Volume Intensity,0.4595
2022-05-11,Volume Intensity,0.4966
2022-05-12,Volume Intensity,0.4795
2022-05-13,Volume Intensity,0.4638
2022-05-14,Volume Intensity,0.418
2022-05-15,Volume Intensity,0.4533
2022-05-16,Volume Intensity,0.466
2022-05-17,Volume Intensity,0.4391
2022-05-18,Volume Intensity,0.4588
2022-05-19,Volume Intensity,0.4622
2022-05-20,Volume Intensity,0.4528
2022-05-21,Volume Intensity,0.4561
2022-05-22,Volume Intensity,0.4817
2022-05-23,Volume Intensity,0.4947
2022-05-24,Volume Intensity,0.4956
2022-05-25,Volume Intensity,0.4799
2022-05-26,Volume Intensity,0.4644
2022-05-27,Volume Intensity,0.4153
2022-05-28,Volume Intensity,0.4086
2022-05-29,Volume Intensity,0.4426
2022-05-30,Volume Intensity,0.4116
2022-05-31,Volume Intensity,0.4201
2022-06-01,Volume Intensity,0.4144
2022-06-02,Volume Intensity,0.4074
2022-06-03,Volume Intensity,0.3689
2022-06-04,Volume Intensity,0.323
2022-06-05,Volume Intensity,0.3541
2022-06-06,Volume Intensity,0.3286
2022-06-07,Volume Intensity,0.3406
2022-06-08,Volume Intensity,0.3291
2022-06-09,Volume Intensity,0.3217
2022-06-10,Volume Intensity,0.3731
2022-06-11,Volume Intensity,0.3553
2022-06-12,Volume Intensity,0.3548
2022-06-13,Volume Intensity,0.3667
2022-06-14,Volume Intensity,0.4081
2022-06-15,Volume Intensity,0.4186
2022-06-16,Volume Intensity,0.3716
2022-06-17,Volume Intensity,0.384
2022-06-18,Volume Intensity,0.4367
2022-06-19,Volume Intensity,0.4758
2022-06-20,Volume Intensity,0.4638
2022-06-21,Volume Intensity,0.4677
2022-06-22,Volume Intensity,0.4993
2022-06-23,Volume Intensity,0.4847
2022-06-24,Volume Intensity,0.4684
2022-06-25,Volume Intensity,0.4448
2022-06-26,Volume Intensity,0.4813
2022-06-27,Volume Intensity,0.4864
2022-06-28,Volume Intensity,0.4338
2022-06-29,Volume Intensity,0.4553
2022-06-30,Volume Intensity,0.4152
2022-07-01,Volume Intensity,0.3748
2022-07-02,Volume Intensity,0.3568
2022-07-03,Volume Intensity,0.3287
2022-07-04,Volume Intensity,0.3854
2022-07-05,Volume Intensity,0.364
2022-07-06,Volume Intensity,0.4181
2022-07-07,Volume Intensity,0.4277
2022-07-08,Volume Intensity,0.4144
2022-07-09,Volume Intensity,0.4543
2022-07-10,Volume Intensity,0.4488
2022-07-11,Volume Intensity,0.4464
2022-07-12,Volume Intensity,0.3918
2022-07-13,Volume Intensity,0.3655
2022-07-14,Volume Intensity,0.3544
2022-07-15,Volume Intensity,0.3415
2022-07-16,Volume Intensity,0.3219
2022-07-17,Volume Intensity,0.3184
2022-07-18,Volume Intensity,0.3443
2022-07-19,Volume Intensity,0.3552
2022-07-20,Volume Intensity,0.3483
2022-07-21,Volume Intensity,0.3413
2022-07-22,Volume Intensity,0.3305
2022-07-23,Volume Intensity,0.3852
2022-07-24,Volume Intensity,0.3879
2022-07-25,Volume Intensity,0.4106
2022-07-26,Volume Intensity,0.4139
2022-07-27,Volume Intensity,0.4047
2022-07-28,Volume Intensity,0.404
2022-07-29,Volume Intensity,0.3541
2022-07-30,Volume Intensity,0.3291
2022-07-31,Volume Intensity,0.3242
2022-08-01,Volume Intensity,0.3141
2022-08-02,Volume Intensity,0.3048
2022-08-03,Volume Intensity,0.3009
2022-08-04,Volume Intensity,0.3127
2022-08-05,Volume Intensity,0.3195
2022-08-06,Volume Intensity,0.309
2022-08-07,Volume Intensity,0.3688
2022-08-08,Volume Intensity,0.3934
2022-08-09,Volume Intensity,0.38
2022-08-10,Volume Intensity,0.392
2022-08-11,Volume Intensity,0.3702
2022-08-12,Volume Intensity,0.359
2022-08-13,Volume Intensity,0.3331
2022-08-14,Volume Intensity,0.3438
2022-08-15,Volume Intensity,0.3699
2022-08-16,Volume Intensity,0.3486
2022-08-17,Volume Intensity,0.3512
2022-08-18,Volume Intensity,0.3502
2022-08-19,Volume Intensity,0.3299
2022-08-20,Volume Intensity,0.328
2022-08-21,Volume Intensity,0.2908
2022-08-22,Volume Intensity,0.2868
2022-08-23,Volume Intensity,0.3163
2022-08-24,Volume Intensity,0.3342
2022-08-25,Volume Intensity,0.3136
2022-08-26,Volume Intensity,0.283
2022-08-27,Volume Intensity,0.3172
2022-08-28,Volume Intensity,0.3405
2022-08-29,Volume Intensity,0.3255
2022-08-30,Volume Intensity,0.3145
2022-08-31,Volume Intensity,0.3355
2022-09-01,Volume Intensity,0.326
2022-09-02,Volume Intensity,0.2916
2022-09-03,Volume Intensity,0.3177
2022-09-04,Volume Intensity,0.3758
2022-09-05,Volume Intensity,0.3858
2022-09-06,Volume Intensity,0.4183
2022-09-07,Volume Intensity,0.4349
2022-09-08,Volume Intensity,0.4659
2022-09-09,Volume Intensity,0.4397
2022-09-10,Volume Intensity,0.3849
2022-09-11,Volume Intensity,0.364
2022-09-12,Volume Intensity,0.3082
2022-09-13,Volume Intensity,0.3058
2022-09-14,Volume Intensity,0.2852
2022-09-15,Volume Intensity,0.2624
2022-09-16,Volume Intensity,0.2745
2022-09-17,Volume Intensity,0.2853
2022-09-18,Volume Intensity,0.3077
2022-09-19,Volume Intensity,0.352
2022-09-20,Volume Intensity,0.3754
2022-09-21,Volume Intensity,0.3809
2022-09-22,Volume Intensity,0.3657
2022-09-23,Volume Intensity,0.3647
2022-09-24,Volume Intensity,0.3815
2022-09-25,Volume Intensity,0.3956
2022-09-26,Volume Intensity,0.4063
2022-09-27,Volume Intensity,0.418
2022-09-28,Volume Intensity,0.4253
2022-09-29,Volume Intensity,0.4163
2022-09-30,Volume Intensity,0.3856
2022-10-01,Volume Intensity,0.3396
2022-10-02,Volume Intensity,0.3264
2022-10-03,Volume Intensity,0.3154
2022-10-04,Volume Intensity,0.3093
2022-10-05,Volume Intensity,0.3349
2022-10-06,Volume Intensity,0.3717
2022-10-07,Volume Intensity,0.3726
2022-10-08,Volume Intensity,0.3495
2022-10-09,Volume Intensity,0.3438
2022-10-10,Volume Intensity,0.342
2022-10-11,Volume Intensity,0.3338
2022-10-12,Volume Intensity,0.2826
2022-10-13,Volume Intensity,0.2472
2022-10-14,Volume Intensity,0.2479
2022-10-15,Volume Intensity,0.2534
